wav_file_path,model_no,image_file_path,label,score,start_time_sec,end_time_sec,start_time,end_time,min_frequency,max_frequency,box_x1,box_x2,box_y1,box_y2,sonobuoy_id,category,dB_SPL_calibrated,SPL_calibrated_dB
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-171355.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-171355_second_1320_to_1380.png,B,0.45,1320.32709884644,1333.60585479736,2018-06-14 17:35:55,2018-06-14 17:36:08,22,57,3.27098846435547,136.058547973633,92.6208038330078,128.043899536133,SB25,AB,NaN,96.1689897250399
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_660_to_720.png,B,0.31,673.309454345703,686.319830322266,2018-06-14 18:11:13,2018-06-14 18:11:26,22,50,133.094543457031,263.198303222656,99.8093414306641,128.160827636719,SB25,AB,NaN,85.4198064151499
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_780_to_840.png,B,0.26,787.933092498779,802.20358581543,2018-06-14 18:13:07,2018-06-14 18:13:22,18,46,79.330924987793,222.035858154297,103.55265045166,131.987640380859,SB25,AB,NaN,87.6582926533502
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_840_to_900.png,B,0.24,840.10593547821,850.039576721191,2018-06-14 18:14:00,2018-06-14 18:14:10,20,54,1.05935478210449,100.395767211914,96.2000045776367,129.571212768555,SB25,AB,NaN,97.3740150807157
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_840_to_900.png,B,0.51,886.821615600586,900.053704833984,2018-06-14 18:14:46,2018-06-14 18:15:00,19,50,468.216156005859,600.537048339844,100.043128967285,130.567108154297,SB25,AB,NaN,89.7487283699423
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_960_to_1020.png,B,0.56,1004.18148803711,1018.98673706055,2018-06-14 18:16:44,2018-06-14 18:16:58,20,52,441.814880371094,589.867370605469,98.490608215332,129.791229248047,SB25,AB,NaN,92.4298361709062
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_1140_to_1200.png,B,0.36,1190.64648132324,1200.03175048828,2018-06-14 18:19:50,2018-06-14 18:20:00,18,52,506.464813232422,600.317504882813,97.6027679443359,132.1533203125,SB25,AB,NaN,94.569721463141
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_1200_to_1260.png,B,0.64,1242.5387878418,1255.78814086914,2018-06-14 18:20:42,2018-06-14 18:20:55,17,53,425.387878417969,557.881408691406,96.7841796875,133.26139831543,SB25,AB,NaN,91.8757005530346
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_2340_to_2400.png,B,0.16,2341.89362754822,2354.08566741943,2018-06-14 18:39:01,2018-06-14 18:39:14,16,44,18.9362754821777,140.856674194336,106.00154876709,133.696960449219,SB25,AB,NaN,101.469415172986
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-180000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-180000_second_3540_to_3600.png,B,0.38,3581.97562561035,3595.91174926758,2018-06-14 18:59:41,2018-06-14 18:59:55,20,50,419.756256103516,559.117492675781,100.476737976074,130.069885253906,SB25,AB,NaN,85.9573111738546
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-190000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-190000_second_60_to_120.png,B,0.18,82.891813659668,97.4343780517578,2018-06-14 19:01:22,2018-06-14 19:01:37,22,49,228.91813659668,374.343780517578,100.715538024902,128.025741577148,SB25,AB,NaN,89.5683117107616
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-190000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-190000_second_840_to_900.png,B,0.12,881.629495239258,899.458520507813,2018-06-14 19:14:41,2018-06-14 19:14:59,18,47,416.294952392578,594.585205078125,102.736892700195,131.647033691406,SB25,AB,NaN,97.1579429986203
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-190000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-190000_second_900_to_960.png,B,0.11,900.081353014708,909.002123260498,2018-06-14 19:15:00,2018-06-14 19:15:09,18,48,0.813530147075653,90.0212326049805,102.09203338623,131.706680297852,SB25,AB,NaN,78.1956073937822
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-190000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-190000_second_1800_to_1860.png,B,0.79,1819.62819366455,1840.80724487305,2018-06-14 19:30:19,2018-06-14 19:30:40,15,53,196.281936645508,408.072448730469,96.6172027587891,134.543579101563,SB25,AB,NaN,89.7139823374424
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-190000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-190000_second_1920_to_1980.png,B,0.36,1935.42233428955,1946.3883026123,2018-06-14 19:32:15,2018-06-14 19:32:26,25,56,154.223342895508,263.883026123047,94.1331481933594,125.047012329102,SB25,AB,NaN,90.062318360268
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-190000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-190000_second_2040_to_2100.png,B,0.9,2050.44771957397,2064.96864624023,2018-06-14 19:34:10,2018-06-14 19:34:24,15,55,104.477195739746,249.686462402344,94.9410781860352,134.992156982422,SB25,AB,NaN,94.6735855093627
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-190000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-190000_second_2160_to_2220.png,B,0.65,2169.79641723633,2183.46586151123,2018-06-14 19:36:09,2018-06-14 19:36:23,18,54,97.9641723632812,234.658615112305,96.4638748168945,131.658950805664,SB25,AB,NaN,87.3190552769489
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-190000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-190000_second_2220_to_2280.png,B,0.8,2220.46805996895,2236.12346954346,2018-06-14 19:37:00,2018-06-14 19:37:16,15,53,4.68059968948364,161.23469543457,96.9941024780273,135.348785400391,SB25,AB,NaN,89.2266201725695
J:\2018-06\Recordings\Sonobuoys\Difar\SB25\CC1806SR_DF_SB25_180614-200000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB25_180614-200000_second_1200_to_1260.png,40Hz,0.14,1212.34612350464,1213.73922729492,2018-06-14 20:20:12,2018-06-14 20:20:13,51,68,123.461235046387,137.392272949219,82.1636657714844,98.8045806884766,SB25,20-40Hz,NaN,88.2844759814618
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-224428.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-224428_second_660_to_720.png,B,0.7,660.502419519424,671.017769622803,2018-06-14 22:55:28,2018-06-14 22:55:39,15,53,5.02419519424438,110.177696228027,97.1398391723633,135.074111938477,SB27,AB,NaN,95.3287327025425
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_600_to_660.png,B,0.55,633.287298583984,643.962966918945,2018-06-14 23:10:33,2018-06-14 23:10:43,25,56,332.872985839844,439.629669189453,93.7535781860352,124.673934936523,SB27,AB,NaN,73.2874072486565
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_720_to_780.png,B,0.41,747.852978515625,763.420178222656,2018-06-14 23:12:27,2018-06-14 23:12:43,17,51,278.52978515625,434.201782226563,99.2524871826172,132.965362548828,SB27,AB,NaN,84.2926988297137
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_3180_to_3240.png,B,0.45,3202.12371673584,3215.19251098633,2018-06-14 23:53:22,2018-06-14 23:53:35,19,52,221.237167358398,351.925109863281,97.6738357543945,131.191360473633,SB27,AB,NaN,96.9564781848607
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_3300_to_3360.png,B,0.48,3322.40485534668,3332.99241333008,2018-06-14 23:55:22,2018-06-14 23:55:32,24,56,224.048553466797,329.924133300781,94.249885559082,125.529327392578,SB27,AB,NaN,74.7032688369612
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_3420_to_3480.png,B,0.23,3431.83655471802,3446.00427246094,2018-06-14 23:57:11,2018-06-14 23:57:26,21,51,118.365547180176,260.042724609375,98.8566436767578,128.780319213867,SB27,AB,NaN,91.9151071592754
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_240_to_300.png,B,0.85,284.414025878906,296.567004394531,2018-06-15 00:04:44,2018-06-15 00:04:56,15,53,444.140258789063,565.670043945313,97.0534973144531,134.606918334961,SB27,AB,NaN,95.0016017257687
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_360_to_420.png,B,0.54,404.312509155274,419.804962158203,2018-06-15 00:06:44,2018-06-15 00:06:59,19,51,443.125091552734,598.049621582031,99.3453063964844,130.890274047852,SB27,AB,NaN,80.7898570260214
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_420_to_480.png,B,0.55,453.631201171875,467.701571655273,2018-06-15 00:07:33,2018-06-15 00:07:59,17,47,336.31201171875,477.015716552734,102.83430480957,132.525375366211,SB27,AB,NaN,82.5142005407184
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_480_to_540.png,B,0.13,519.796969604492,533.436309814453,2018-06-15 00:08:39,2018-06-15 00:08:53,15,40,397.969696044922,534.363098144531,109.504043579102,134.970474243164,SB27,AB,NaN,76.8021887738284
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_660_to_720.png,B,0.18,677.483386230469,692.458694458008,2018-06-15 00:11:17,2018-06-15 00:11:32,19,49,174.833862304688,324.586944580078,101.191955566406,130.950012207031,SB27,AB,NaN,76.4587537942768
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_780_to_840.png,B,0.6,786.976414489746,801.580017089844,2018-06-15 00:13:06,2018-06-15 00:13:21,22,55,69.7641448974609,215.800170898438,94.689094543457,127.62313079834,SB27,AB,NaN,85.6359335092552
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_900_to_960.png,B,0.8,904.040451049805,917.014826965332,2018-06-15 00:15:04,2018-06-15 00:15:17,20,57,40.4045104980469,170.14826965332,93.0327911376953,130.451873779297,SB27,AB,NaN,81.5466854824912
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_1200_to_1260.png,B,0.72,1231.99910888672,1243.98387145996,2018-06-15 00:20:31,2018-06-15 00:20:43,17,51,319.991088867188,439.838714599609,98.6187896728516,133.000579833984,SB27,AB,NaN,94.5149486077672
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_1320_to_1380.png,B,0.4,1341.34732971191,1352.31860351563,2018-06-15 00:22:21,2018-06-15 00:22:32,16,46,213.473297119141,323.18603515625,104.045135498047,133.950759887695,SB27,AB,NaN,95.3105483590844
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_1620_to_1680.png,B,0.24,1620.93755264282,1633.72938232422,2018-06-15 00:27:00,2018-06-15 00:27:13,19,50,9.37552642822266,137.293823242188,99.5511856079102,131.269744873047,SB27,AB,NaN,93.5036070001668
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_1800_to_1860.png,B,0.21,1804.20412521362,1816.11217956543,2018-06-15 00:30:04,2018-06-15 00:30:16,17,50,42.0412521362305,161.121795654297,100.00804901123,132.570556640625,SB27,AB,NaN,80.8981691072066
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_1800_to_1860.png,B,0.57,1846.04090576172,1859.74312744141,2018-06-15 00:30:46,2018-06-15 00:30:59,22,52,460.409057617188,597.431274414063,98.0224304199219,127.749542236328,SB27,AB,NaN,88.9923448585544
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_1860_to_1920.png,B,0.42,1901.70977172852,1919.00609130859,2018-06-15 00:31:41,2018-06-15 00:31:59,24,52,417.097717285156,590.060913085938,98.2436218261719,126.385597229004,SB27,AB,NaN,81.0887247485422
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-000000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-000000_second_3120_to_3180.png,B,0.61,3162.9689239502,3177.36388549805,2018-06-15 00:52:42,2018-06-15 00:52:57,23,55,429.689239501953,573.638854980469,95.0079879760742,126.857566833496,SB27,AB,NaN,80.9172482813272
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180615-010000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180615-010000_second_1800_to_1860.png,B,0.14,1850.91500549316,1859.99545898438,2018-06-15 01:30:50,2018-06-15 01:30:59,28,62,509.150054931641,599.95458984375,88.2712860107422,121.953239440918,SB27,AB,NaN,87.4902659050649
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-224428.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-224428_second_720_to_780.png,D,0.99,771.623858642578,775.356854248047,2018-06-14 22:57:19,2018-06-14 22:57:23,30,67,516.238586425781,553.568542480469,83.2744598388672,119.562370300293,SB27,D,NaN,81.5170825536264
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_300_to_360.png,D,0.92,305.940892410278,309.185461425781,2018-06-14 23:05:05,2018-06-14 23:05:09,29,67,59.4089241027832,91.8546142578125,83.2775039672852,120.973670959473,SB27,D,NaN,84.0490453087127
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_540_to_600.png,D,0.96,540.129898917675,542.87059135437,2018-06-14 23:09:00,2018-06-14 23:09:02,28,71,1.29898917675018,28.7059135437012,79.4422378540039,121.506278991699,SB27,D,NaN,80.4189791470074
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_660_to_720.png,D,0.98,688.41354675293,691.788403320312,2018-06-14 23:11:28,2018-06-14 23:11:31,30,79,284.135467529297,317.884033203125,71.3084335327148,120.216567993164,SB27,D,NaN,83.8583823709719
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1140_to_1200.png,D,0.7,1159.51946716309,1162.51322631836,2018-06-14 23:19:19,2018-06-14 23:19:22,26,70,195.194671630859,225.132263183594,80.0624618530273,123.944160461426,SB27,D,NaN,86.2768300640729
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1200_to_1260.png,D,0.97,1210.86294555664,1213.754637146,2018-06-14 23:20:10,2018-06-14 23:20:13,30,69,108.629455566406,137.546371459961,81.3559799194336,119.765266418457,SB27,D,NaN,82.9190578191927
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1200_to_1260.png,D,0.93,1225.36381378174,1228.65921936035,2018-06-14 23:20:25,2018-06-14 23:20:28,30,69,253.638137817383,286.592193603516,80.9633636474609,120.289031982422,SB27,D,NaN,86.3631276306357
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1200_to_1260.png,D,0.96,1235.97800292969,1238.70840454102,2018-06-14 23:20:35,2018-06-14 23:20:38,30,70,359.780029296875,387.084045410156,80.2649230957031,119.797927856445,SB27,D,NaN,87.3992745438814
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1200_to_1260.png,D,0.51,1255.02556762695,1257.74429931641,2018-06-14 23:20:55,2018-06-14 23:20:57,29,69,550.255676269531,577.442993164063,80.6868362426758,120.657531738281,SB27,D,NaN,85.4809817104501
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1260_to_1320.png,D,0.15,1269.76678543091,1272.02338867187,2018-06-14 23:21:09,2018-06-14 23:21:12,31,68,97.667854309082,120.23388671875,82.4230270385742,119.222290039063,SB27,D,NaN,77.5664567507338
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1260_to_1320.png,D,0.56,1280.07882995605,1282.44883728027,2018-06-14 23:21:20,2018-06-14 23:21:22,30,67,200.788299560547,224.488372802734,82.9872741699219,120.371437072754,SB27,D,NaN,80.6284009612802
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1320_to_1380.png,D,0.96,1344.11592254639,1347.9524597168,2018-06-14 23:22:24,2018-06-14 23:22:27,29,64,241.159225463867,279.524597167969,85.79833984375,120.512718200684,SB27,D,NaN,87.3055267922294
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1380_to_1440.png,D,0.88,1430.0443939209,1432.55350341797,2018-06-14 23:23:50,2018-06-14 23:23:52,29,68,500.443939208984,525.535034179688,82.4535827636719,120.939247131348,SB27,D,NaN,81.5561056065307
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1500_to_1560.png,D,0.91,1504.89681434631,1509.84684753418,2018-06-14 23:25:04,2018-06-14 23:25:09,29,67,48.9681434631348,98.4684753417969,83.2391204833984,121.229217529297,SB27,D,NaN,86.048097554783
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_1680_to_1740.png,D,0.99,1706.94190979004,1710.64247131348,2018-06-14 23:28:26,2018-06-14 23:28:30,30,67,269.419097900391,306.424713134766,83.0241165161133,119.698188781738,SB27,D,NaN,82.1331763499525
J:\2018-06\Recordings\Sonobuoys\Difar\SB27\CC1806SR_DF_SB27_180614-230000.wav,WhaleMoanDetector_12_11_24_12.pth,L:/WhaleMoanDetector_predictions/CalCOFI_2018/CalCOFI_2018_06\CC1806SR_DF_SB27_180614-230000_second_2040_to_2100.png,D,0.35,2075.98673400879,2079.59934082031,2018-06-14 23:34:35,2018-06-14 23:34:39,30,65,359.867340087891,395.993408203125,84.8454742431641,119.932228088379,SB27,D,NaN,85.7647808612083
