wav_file_path	model_no	image_file_path	label	score	start_time_sec	end_time_sec	start_time	end_time	min_frequency	max_frequency	box_x1	box_x2	box_y1	box_y2	sonobuoy_id	category
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-180000_second_0_to_60.png	40Hz	0.1	21.70492401123047	23.863032531738284	2019-04-07 18:00:21	2019-04-07 18:00:23	52	66	217.0492401123047	238.6303253173828	83.79678344726562	98.27690887451172	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-180000_second_600_to_660.png	40Hz	0.56	619.478367614746	622.0618133544922	2019-04-07 18:10:19	2019-04-07 18:10:22	52	66	194.7836761474609	220.61813354492188	84.14871978759766	98.25869750976562	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-180000_second_2820_to_2880.png	40Hz	0.76	2859.88388671875	2861.849227905273	2019-04-07 18:47:39	2019-04-07 18:47:41	51	67	398.8388671875	418.4922790527344	83.16350555419922	99.09912109375	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-180000_second_2940_to_3000.png	40Hz	0.82	2958.2915649414062	2960.5677825927733	2019-04-07 18:49:18	2019-04-07 18:49:20	49	67	182.9156494140625	205.6778259277344	83.00184631347656	101.38324737548828	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-180000_second_3360_to_3420.png	40Hz	0.45	3398.9712524414062	3402.057046508789	2019-04-07 18:56:38	2019-04-07 18:56:42	49	75	389.7125244140625	420.5704650878906	75.37791442871094	100.98406982421876	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-180000_second_3420_to_3480.png	40Hz	0.2	3431.230534362793	3433.5516342163087	2019-04-07 18:57:11	2019-04-07 18:57:13	51	69	112.30534362792967	135.51634216308594	80.82599639892578	99.1754379272461	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-180000_second_3420_to_3480.png	40Hz	0.19	3465.431463623047	3467.6916320800783	2019-04-07 18:57:45	2019-04-07 18:57:47	50	70	454.3146362304688	476.9163208007813	79.6680908203125	100.0530776977539	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-180000_second_3480_to_3540.png	40Hz	0.65	3502.864227294922	3505.199513244629	2019-04-07 18:58:22	2019-04-07 18:58:25	47	68	228.64227294921875	251.99513244628903	82.22177124023438	102.60226440429688	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_0_to_60.png	40Hz	0.1	22.59502868652344	24.688410949707038	2019-04-07 19:00:22	2019-04-07 19:00:24	45	68	225.9502868652344	246.8841094970703	81.8546142578125	105.4413070678711	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_0_to_60.png	40Hz	0.1	54.95673828125	56.66507568359376	2019-04-07 19:00:54	2019-04-07 19:00:56	50	70	549.5673828125	566.6507568359375	80.12178039550781	100.28646087646484	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_120_to_180.png	40Hz	0.31	168.73040771484375	170.96449279785156	2019-04-07 19:02:48	2019-04-07 19:02:50	53	66	487.3040771484375	509.6449279785156	83.8721694946289	97.45988464355467	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_240_to_300.png	40Hz	0.13	275.1715576171875	276.9396484375	2019-04-07 19:04:35	2019-04-07 19:04:36	51	68	351.715576171875	369.396484375	81.9200668334961	98.91559600830078	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_300_to_360.png	40Hz	0.13	315.71775512695314	317.72217712402346	2019-04-07 19:05:15	2019-04-07 19:05:17	51	68	157.17755126953125	177.22177124023438	81.71131134033203	98.62742614746094	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_780_to_840.png	40Hz	0.1	782.866162109375	784.6662384033203	2019-04-07 19:13:02	2019-04-07 19:13:04	48	67	28.66162109375	46.662384033203125	82.90337371826172	101.70458221435548	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_900_to_960.png	40Hz	0.29	935.067822265625	936.9942565917968	2019-04-07 19:15:35	2019-04-07 19:15:36	49	66	350.67822265625	369.9425659179688	83.9218978881836	101.39385223388672	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_1080_to_1140.png	40Hz	0.28	1134.3979431152345	1137.230810546875	2019-04-07 19:18:54	2019-04-07 19:18:57	47	82	543.9794311523438	572.30810546875	67.9931411743164	102.6483917236328	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_1140_to_1200.png	40Hz	0.37	1151.5660568237304	1154.1052703857422	2019-04-07 19:19:11	2019-04-07 19:19:14	47	77	115.66056823730467	141.05270385742188	72.51742553710938	102.62025451660156	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_1140_to_1200.png	40Hz	0.11	1168.9362091064454	1171.2756439208983	2019-04-07 19:19:28	2019-04-07 19:19:31	48	81	289.3620910644531	312.7564392089844	68.63276672363281	102.27276611328124	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_1260_to_1320.png	40Hz	0.36	1305.0121520996097	1306.8848388671877	2019-04-07 19:21:45	2019-04-07 19:21:46	49	67	450.12152099609375	468.848388671875	83.2095947265625	100.68338775634766	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_1320_to_1380.png	40Hz	0.14	1322.8557260513303	1324.847536087036	2019-04-07 19:22:02	2019-04-07 19:22:04	51	67	28.557260513305664	48.47536087036133	83.28401947021484	99.44495391845705	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_1680_to_1740.png	40Hz	0.17	1696.9471008300782	1698.8515640258788	2019-04-07 19:28:16	2019-04-07 19:28:18	52	67	169.47100830078125	188.51564025878903	82.97315979003906	98.38973999023438	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_2640_to_2700.png	40Hz	0.1	2642.5974571228026	2644.493102645874	2019-04-07 19:44:02	2019-04-07 19:44:04	50	67	25.974571228027344	44.93102645874024	83.16926574707031	99.66825103759766	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_3000_to_3060.png	40Hz	0.13	3038.5174102783203	3040.8024658203126	2019-04-07 19:50:38	2019-04-07 19:50:40	52	68	385.1741027832031	408.024658203125	82.18518829345703	98.27804565429688	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_3000_to_3060.png	40Hz	0.15	3047.133108520508	3048.954183959961	2019-04-07 19:50:47	2019-04-07 19:50:48	52	68	471.3310852050781	489.5418395996094	82.28369140625	98.23001861572266	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-190000_second_3540_to_3600.png	40Hz	0.39	3571.7380340576174	3573.9336639404296	2019-04-07 19:59:31	2019-04-07 19:59:33	50	70	317.3803405761719	339.3366394042969	80.21098327636719	99.81808471679688	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-200000_second_360_to_420.png	40Hz	0.43	409.21222534179685	411.24680786132814	2019-04-07 20:06:49	2019-04-07 20:06:51	50	67	492.1222534179688	512.4680786132812	82.83834075927734	100.1816635131836	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-200000_second_600_to_660.png	40Hz	0.25	614.3149703979492	616.6377899169922	2019-04-07 20:10:14	2019-04-07 20:10:16	48	72	143.1497039794922	166.37789916992188	78.34529113769531	101.7132797241211	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-200000_second_600_to_660.png	40Hz	0.28	623.5210159301757	625.4917663574219	2019-04-07 20:10:23	2019-04-07 20:10:25	49	68	235.2101593017578	254.91766357421875	82.07342529296875	100.67928314208984	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-200000_second_1080_to_1140.png	40Hz	0.14	1081.6026433944703	1083.57251663208	2019-04-07 20:18:01	2019-04-07 20:18:03	52	67	16.02643394470215	35.72516632080078	83.43852233886719	98.21514892578124	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-200000_second_1260_to_1320.png	40Hz	0.15	1317.7892211914063	1319.6988891601563	2019-04-07 20:21:57	2019-04-07 20:21:59	51	68	577.8922119140625	596.9888916015625	81.97120666503906	99.4246826171875	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-200000_second_1800_to_1860.png	40Hz	0.16	1830.644384765625	1832.5988220214845	2019-04-07 20:30:30	2019-04-07 20:30:32	52	67	306.44384765625	325.9882202148437	83.07007598876953	98.18268585205078	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-200000_second_1800_to_1860.png	40Hz	0.11	1846.4189544677731	1848.2722290039064	2019-04-07 20:30:46	2019-04-07 20:30:48	53	67	464.1895446777344	482.7222900390625	83.10379791259766	97.41777801513672	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-200000_second_3420_to_3480.png	20Hz	0.36	3434.4678176879884	3436.149375915528	2019-04-07 20:57:14	2019-04-07 20:57:16	10	25	144.6781768798828	161.49375915527344	125.3511962890625	139.87327575683594	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-220000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-220000_second_240_to_300.png	20Hz	0.1	240.7709493160248	242.46224193573	2019-04-07 22:04:00	2019-04-07 22:04:02	10	23	7.709493160247803	24.622419357299805	127.06856536865234	140.0753631591797	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-220000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-220000_second_1200_to_1260.png	20Hz	0.15	1252.7303894042968	1254.8855346679688	2019-04-07 22:20:52	2019-04-07 22:20:54	10	27	527.3038940429688	548.8553466796875	123.42630004882812	139.9730987548828	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-220000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-220000_second_2880_to_2940.png	20Hz	0.12	2938.5822509765626	2939.98896484375	2019-04-07 22:48:58	2019-04-07 22:48:59	11	27	585.822509765625	599.8896484375	123.22303009033205	139.48956298828125	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-220000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-220000_second_3060_to_3120.png	20Hz	0.17	3093.701480102539	3096.1831634521486	2019-04-07 22:51:33	2019-04-07 22:51:36	11	23	337.0148010253906	361.8316345214844	126.78395080566406	139.362060546875	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB23\CC1904RL_DF_SB23_190407-230000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB23_190407-230000_second_3060_to_3120.png	20Hz	0.16	3069.106350708008	3070.7884773254395	2019-04-07 23:51:09	2019-04-07 23:51:10	12	24	91.06350708007812	107.88477325439452	125.9830551147461	138.4457550048828	SB23	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_0_to_60.png	A	0.42	20.4617431640625	38.15588989257813	2019-04-08 21:00:20	2019-04-08 21:00:38	71	85	204.617431640625	381.5588989257813	65.33842468261719	78.84386444091797	SB25	AB
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_0_to_60.png	A	0.37	41.86984252929688	59.500030517578125	2019-04-08 21:00:41	2019-04-08 21:00:59	72	86	418.6984252929688	595.0003051757812	64.38420867919922	78.1434555053711	SB25	AB
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_60_to_120.png	A	0.24	78.16782684326172	95.29839782714843	2019-04-08 21:01:18	2019-04-08 21:01:35	71	85	181.6782684326172	352.9839782714844	65.01526641845703	79.27256774902344	SB25	AB
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_240_to_300.png	A	0.22	246.376224899292	263.93443908691404	2019-04-08 21:04:06	2019-04-08 21:04:23	71	85	63.76224899291992	239.34439086914065	64.65725708007812	79.4103775024414	SB25	AB
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_360_to_420.png	A	0.14	360.5524743080139	373.5568313598633	2019-04-08 21:06:00	2019-04-08 21:06:13	71	88	5.52474308013916	135.5683135986328	62.270973205566406	78.87727355957031	SB25	AB
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_240_to_300.png	B	0.12	240.0	249.7548469543457	2019-04-08 19:04:00	2019-04-08 19:04:09	27	55	0.0	97.54846954345705	94.82250213623048	122.5269012451172	SB25	AB
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_1680_to_1740.png	B	0.15	1680.0	1688.6599990844727	2019-04-08 19:28:00	2019-04-08 19:28:08	29	59	0.0	86.59999084472656	91.49547576904295	121.32379913330078	SB25	AB
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-184917.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-184917_second_180_to_240.png	D	0.1	224.2506591796875	226.6445770263672	2019-04-08 18:53:01	2019-04-08 18:53:03	31	49	442.506591796875	466.4457702636719	101.49130249023438	119.17365264892578	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_360_to_420.png	D	0.53	380.9788833618164	383.6528549194336	2019-04-08 19:06:20	2019-04-08 19:06:23	30	65	209.7888336181641	236.52854919433597	85.0597152709961	119.98193359375	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_1440_to_1500.png	D	0.1	1466.2276702880858	1469.0226837158202	2019-04-08 19:24:26	2019-04-08 19:24:29	53	88	262.2767028808594	290.2268371582031	62.29539108276367	97.41547393798828	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2700_to_2760.png	D	0.1	2754.238806152344	2756.7490661621096	2019-04-08 19:45:54	2019-04-08 19:45:56	44	89	542.3880615234375	567.4906616210938	61.34981155395508	106.33182525634766	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2760_to_2820.png	D	0.33	2770.604295349121	2772.8420532226564	2019-04-08 19:46:10	2019-04-08 19:46:12	36	77	106.04295349121094	128.4205322265625	72.72046661376953	114.0612335205078	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2760_to_2820.png	D	0.56	2787.1133697509767	2789.660629272461	2019-04-08 19:46:27	2019-04-08 19:46:29	33	73	271.1336975097656	296.6062927246094	77.03668212890625	116.96088409423828	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2760_to_2820.png	D	0.86	2803.125015258789	2805.800671386719	2019-04-08 19:46:43	2019-04-08 19:46:45	32	72	431.2501525878906	458.0067138671875	78.28048706054688	118.09854125976562	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2820_to_2880.png	D	0.68	2820.0	2822.6058547973635	2019-04-08 19:47:00	2019-04-08 19:47:02	43	91	0.0	26.05854797363281	59.25640106201172	107.33547973632812	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2820_to_2880.png	D	0.5	2853.637466430664	2856.013250732422	2019-04-08 19:47:33	2019-04-08 19:47:36	32	74	336.3746643066406	360.13250732421875	75.9834976196289	117.6962661743164	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2820_to_2880.png	D	0.34	2869.790576171875	2872.214172363281	2019-04-08 19:47:49	2019-04-08 19:47:52	34	72	497.90576171875	522.1417236328125	78.35079956054688	116.36678314208984	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2880_to_2940.png	D	0.85	2885.5924396514893	2888.285353088379	2019-04-08 19:48:05	2019-04-08 19:48:08	33	73	55.92439651489258	82.85353088378906	76.82807922363281	116.58219909667967	SB25	D
